radiosonde_id,lat,lon,year_first,year_last,iso3
CHM00054602,38.733,115.483,1973,1990,CHN
CHM00054662,38.9,121.6333,1944,2023,CHN
CHM00054727,36.7,117.55,2003,2023,CHN
CHM00054753,37.617,120.317,1973,1990,CHN
CHM00054776,37.4,122.683,1973,2000,CHN
CHM00054823,36.683,116.983,1956,2003,CHN
CHM00054836,36.183,118.15,1973,1987,CHN
CHM00054857,36.0667,120.3333,1956,2023,CHN
CHM00054906,35.25,115.433,1973,1988,CHN
CHM00055228,32.5,80.067,1973,2000,CHN
CHM00055248,32.3,84.05,1974,2000,CHN
CHM00055279,31.367,90.017,1973,1999,CHN
CHM00055299,31.4833,92.0667,1957,2023,CHN
CHM00055472,30.95,88.633,1973,2002,CHN
CHM00055578,29.217,88.917,1973,2002,CHN
CHM00055591,29.6667,91.1333,1957,2023,CHN
CHM00055664,28.633,87.083,1973,2000,CHN
CHM00055690,28.5,91.8,1977,1986,CHN
CHM00055696,28.417,92.467,1973,2002,CHN
CHM00055773,27.75,89.167,1973,2002,CHN
CHM00056004,33.95,92.617,1973,1999,CHN
CHM00056029,33.0,96.95,1959,2023,CHN
CHM00056033,34.917,98.217,1973,1987,CHN
CHM00056046,33.75,99.65,1967,2023,CHN
CHM00056080,35.0,102.9,1960,2023,CHN
CHM00056096,33.383,104.917,1957,2002,CHN
CHM00056106,31.867,93.767,1973,1999,CHN
CHM00056116,31.417,95.6,1973,2002,CHN
CHM00056137,31.15,97.1667,1957,2023,CHN
CHM00056146,31.6167,100.0,1957,2023,CHN
CHM00056172,31.9,102.233,1960,1987,CHN
CHM00056173,31.85,102.7,1973,2000,CHN
CHM00056187,30.75,103.8667,2004,2023,CHN
CHM00056247,29.967,99.067,1972,2002,CHN
CHM00056294,30.667,104.017,1956,2004,CHN
CHM00056312,29.5667,94.4667,1973,2000,CHN
CHM00056374,30.05,101.967,1973,1990,CHN
CHM00056444,28.45,98.883,1967,1988,CHN
CHM00056462,29.033,101.5,1973,1987,CHN
CHM00056492,28.8,104.6,1957,2023,CHN
CHM00056571,27.9,102.2667,1956,2023,CHN
CHM00056651,26.8333,100.2167,1964,2023,CHN
CHM00056691,26.8667,104.2833,1960,2023,CHN
CHM00056739,24.9844,98.5056,1956,2023,CHN
CHM00056778,25.0167,102.6833,1956,2023,CHN
CHM00056951,23.8833,100.0833,1973,1987,CHN
CHM00056964,22.7667,100.9833,1957,2023,CHN
CHM00056985,23.4444,103.3278,1973,2023,CHN
CHM00057006,34.583,105.75,1973,1987,CHN
CHM00057036,34.3,108.933,1956,2006,CHN
CHM00057067,34.0803,111.0728,1973,2017,CHN
CHM00057083,34.7167,113.65,1956,2023,CHN
CHM00057127,33.0667,107.0333,1959,2023,CHN
CHM00057131,34.4333,108.9667,2007,2023,CHN
CHM00057178,33.1,112.4833,1967,2023,CHN
CHM00057193,33.783,114.517,1973,1987,CHN
CHM00057245,32.7167,109.0333,1960,2023,CHN
CHM00057290,32.967,114.05,1973,1996,CHN
CHM00057297,32.133,114.05,1973,1989,CHN
CHM00057328,31.217,107.5,1960,2002,CHN
CHM00057447,30.2833,109.4667,1959,2022,CHN
CHM00057461,30.7333,111.3667,1956,2023,CHN
CHM00057494,30.6,114.05,1946,2023,CHN
CHM00057516,29.6,106.4,1957,2023,CHN
CHM00057584,29.383,113.083,1973,1987,CHN
CHM00057606,28.48,105.93,1973,1987,CHN
CHM00057662,29.05,111.683,1973,1987,CHN
CHM00057687,28.1086,112.7864,1956,2023,CHN
CHM00057707,27.3,105.233,1973,1986,CHN
CHM00057731,27.95,108.25,1973,1987,CHN
CHM00057749,27.5667,110.0,1956,2023,CHN
CHM00057799,27.117,114.967,1973,1987,CHN
CHM00057816,26.4833,106.65,1956,2023,CHN
CHM00057902,25.433,105.183,1973,1989,CHN
CHM00057916,25.433,106.767,1973,1987,CHN
CHM00057932,25.967,108.533,1973,1987,CHN
CHM00057957,25.3333,110.3,1957,2023,CHN
CHM00057972,25.7353,112.9739,1956,2023,CHN
CHM00057993,25.8667,115.0,1956,2023,CHN
CHM00058027,34.2833,117.15,1956,2023,CHN
CHM00058040,34.85,119.133,1973,1987,CHN
CHM00058144,33.6,119.033,1973,1990,CHN
CHM00058150,33.75,120.3,1964,2023,CHN
CHM00058203,32.8667,115.7333,1957,2023,CHN
CHM00058238,31.9333,118.9,1930,2023,CHN
CHM00058321,31.867,117.233,1960,1987,CHN
CHM00058362,31.4167,121.45,1956,2023,CHN
CHM00058424,30.6167,116.9667,1960,2023,CHN
CHM00058457,30.2333,120.1667,1960,2023,CHN
CHM00058527,29.3,117.2,1973,1987,CHN
CHM00058606,28.6,115.9167,1957,2023,CHN
CHM00058633,28.9667,118.8667,1956,2023,CHN
CHM00058665,28.6167,121.4167,1991,2023,CHN
CHM00058666,28.45,121.883,1958,1991,
CHM00058725,27.3333,117.4667,1958,2023,CHN
CHM00058754,27.333,120.2,1973,1987,CHN
CHM00058847,26.0833,119.2833,1956,2023,CHN
CHM00058911,25.85,116.367,1973,1987,CHN
CHM00058944,25.517,119.783,1973,1987,CHN
CHM00059007,24.067,105.067,1973,1987,CHN
CHM00059023,24.7,108.0333,1973,2023,CHN
CHM00059046,24.35,109.4,1973,1987,CHN
CHM00059096,24.367,114.483,1967,2002,CHN
CHM00059134,24.4833,118.0833,1958,2023,CHN
CHM00059211,23.9,106.6,1957,2023,CHN
CHM00059265,23.4833,111.3,1957,2023,CHN
CHM00059280,23.7,113.0833,1997,2023,CHN
CHM00059287,23.217,113.483,1956,1995,CHN
CHM00059293,23.8,114.7333,2015,2023,CHN
CHM00059316,23.35,116.6667,1957,2023,
CHM00059417,22.367,106.75,1973,1987,CHN
CHM00059431,22.6333,108.2167,1956,2023,CHN
CHM00059501,22.783,115.367,1973,1989,CHN
CHM00059644,21.4833,109.1,1973,2015,CHN
CHM00059647,21.033,109.117,1981,1989,CHN
CHM00059658,21.217,110.4,1973,1987,CHN
CHM00059663,21.8333,111.9667,1966,2020,CHN
CHM00059758,20.0,110.25,1956,2023,CHN
CHM00059838,19.1,108.617,1973,1990,CHN
CHM00059948,18.2167,109.5833,1973,2020,CHN
CIM00085442,-23.4503,-70.4408,1957,2023,CHL
CIM00085469,-27.1606,-109.4267,1966,2023,CHL
CIM00085543,-32.78,-71.51,1957,1999,CHL
CIM00085586,-33.6547,-71.6144,1999,2023,CHL
CIM00085799,-41.4347,-73.0975,1957,2023,CHL
CIM00085934,-53.0033,-70.845,1975,2023,CHL
CJM00078384,19.2917,-81.3583,1956,2023,CYM
CKM00096996,-12.1892,96.8344,1952,2023,
CMM00064860,9.333,13.383,1953,2008,CMR
CMM00064870,7.35,13.5667,1973,2023,CMR
CMM00064893,5.65,10.75,1953,1993,CMR
CMM00064900,5.55,12.367,1973,1987,CMR
CMM00064910,4.0167,9.7,1953,2023,CMR
CMM00064931,4.467,14.367,1953,1993,CMR
CMM00064950,3.833,11.517,1953,1992,CMR
CNM00067002,-11.5333,43.2667,1982,2023,COM
COM00071764,7.1,-76.4,2006,2006,COL
COM00080001,12.5833,-81.7167,1956,2023,
COM00080028,10.8833,-74.7833,2017,2022,COL
COM00080035,11.5333,-72.9333,1992,2016,COL
COM00080094,7.1,-73.2,2018,2022,COL
COM00080210,4.8167,-75.7333,2018,2019,COL
COM00080222,4.7,-74.15,1960,2023,COL
COM00080241,4.55,-70.917,1973,2003,COL
COM00080259,3.55,-76.3833,2016,2022,COL
COM00080398,-4.1667,-69.95,1986,2023,COL
CQM00091232,15.117,145.733,1990,1992,MNP
CSM00078762,9.9833,-84.1833,1972,2021,CRI
CTM00064600,4.25,15.8,1973,1993,CAF
CTM00064601,5.967,15.633,1973,1994,CAF
CTM00064610,6.483,17.433,1973,1995,CAF
CTM00064650,4.4,18.5167,1950,2019,CAF
CTM00064654,8.4,20.65,1973,1987,CAF
CTM00064656,4.733,22.833,1973,1994,CAF
CTM00064665,4.317,21.183,1992,1992,CAF
CUM00078325,23.167,-82.35,1948,1995,
CUM00078355,21.4,-77.85,1948,1994,CUB
CUM00078367,19.9,-75.217,1948,1991,
CVM00008589,14.9,-23.517,1974,2006,
CVM00008594,16.7419,-22.9489,1950,2017,CPV
CWM00091800,-9.017,-158.067,1973,1994,
CWM00091801,-9.0,-158.05,1978,2008,
CWM00091830,-18.833,-159.767,1973,1996,
CWM00091843,-21.2,-159.8167,1968,2016,COK
CYM00017600,34.7194,32.4847,1973,2023,CYP
CYM00017601,34.583,32.983,1976,2001,CYP
CYM00017607,35.1408,33.3964,1949,2023,CYP
CYM00017609,34.8733,33.6172,1978,2023,CYP
DAM00006030,57.1,9.867,1967,1992,DNK
DAM00006060,56.2933,9.1139,1999,2023,DNK
DAM00006181,55.767,12.533,1962,2006,DNK
DJM00063125,11.55,43.15,1973,1994,DJI
DRM00078486,18.4333,-69.8833,1962,2023,
ECM00084008,-0.9,-89.6,1967,2018,ECU
ECM00084132,-0.9169,-75.4031,2015,2016,ECU
ECM00084203,-2.1581,-79.8839,1957,2021,
EGM00062305,31.533,25.183,1932,2000,EGY
EGM00062306,31.3253,27.2217,1934,2023,EGY
EGM00062318,31.167,29.933,1947,1986,EGY
EGM00062332,31.283,32.233,1973,1991,EGY
EGM00062337,31.0733,33.8358,1950,2023,EGY
EGM00062378,29.8628,31.3492,1920,2023,EGY
EGM00062387,28.083,30.733,1973,1993,EGY
EGM00062403,26.2003,32.7467,2003,2023,EGY
EGM00062405,25.667,32.7,1947,1990,EGY
EGM00062414,23.9644,32.82,1936,2023,EGY
EGM00062417,29.183,25.517,1948,2000,EGY
EGM00062420,28.333,28.867,1976,2000,EGY
EGM00062423,27.0583,27.9892,1953,2023,EGY
EGM00062432,25.5,28.967,1973,1999,EGY
EGM00062435,25.45,30.533,1948,1995,EGY
EGM00062463,27.15,33.717,1949,1991,EGY
EIM00003953,51.9381,-10.2433,1949,2023,IRL
ENM00026038,59.3981,24.6028,1947,2023,EST
ERM00063021,15.283,38.917,1977,1991,ERI
ETM00063450,9.0333,38.75,1958,2021,ETH
ETM00063478,5.9,43.583,1977,1988,ETH
EUM00061972,-22.333,40.333,1973,2001,ATF
EZM00011520,50.0078,14.4469,1969,2023,CZE
EZM00011722,49.08,16.62,1996,2003,CZE
EZM00011747,49.4525,17.1347,2003,2023,CZE
FGM00081401,5.5,-54.033,1974,2001,FRA
FGM00081405,4.8222,-52.3653,1953,2023,FRA
FGM00081408,3.883,-51.8,1974,2000,BRA
FGM00081415,3.633,-54.033,1974,2004,SUR
FIM00002836,67.3667,26.6289,1920,2023,FIN
FIM00002935,62.3975,25.6708,1957,2016,FIN
FIM00002963,60.8139,23.4975,1957,2023,FIN
FJM00091680,-17.75,177.45,1949,2023,FJI
FKM00088889,-51.82,-58.4481,1990,2023,FLK
FMM00091334,7.45,151.8333,1951,2023,
FMM00091348,6.95,158.2,1950,2023,FSM
FMM00091413,9.4833,138.0667,1949,2023,
FOM00006011,62.0231,-6.7647,1949,2023,FRO
FPM00091925,-9.8061,-139.0356,1968,2023,
FPM00091928,-14.8,-138.817,1973,1989,
FPM00091929,-16.45,-151.75,1974,1999,
FPM00091938,-17.5553,-149.6145,1957,2023,PYF
FPM00091941,-14.95,-147.659,1978,1988,
FPM00091943,-14.4833,-145.0333,1973,2009,
FPM00091944,-18.067,-140.95,1971,1997,
FPM00091945,-19.9061,-144.9494,1973,2010,
FPM00091948,-23.1303,-134.9653,1970,2023,
FPM00091952,-21.817,-138.8,1974,1997,
FPM00091954,-23.35,-149.4833,1973,2010,
FPM00091958,-27.6183,-144.3347,1967,2023,PYF
FRM00007110,48.4442,-4.4119,1940,2023,FRA
FRM00007130,48.067,-1.733,1920,1996,FRA
FRM00007145,48.7744,2.0097,1949,2023,FRA
FRM00007180,48.6833,6.2167,1954,2010,FRA
FRM00007255,47.067,2.367,1973,2001,FRA
FRM00007280,47.267,5.083,1974,1990,FRA
FRM00007412,45.667,-0.317,1974,1994,FRA
FRM00007481,45.7264,5.0778,1975,2011,FRA
FRM00007510,44.8306,-0.6914,1920,2023,FRA
FRM00007645,43.8569,4.4064,1949,2023,FRA
FRM00007690,43.65,7.2,1973,1999,
FRM00007761,41.9181,8.7928,1951,2023,FRA
FSM00061996,-37.7953,77.5692,1951,2011,
FSM00061998,-49.3522,70.2433,1968,2023,ATF
GBM00064500,0.45,9.4167,1973,2022,
GBM00064501,-0.7,8.75,1950,2002,GAB
GBM00064510,2.083,11.483,1976,1986,GAB
GGM00037260,43.017,41.033,1947,1992,GEO
GGM00037484,41.633,41.6,1968,1991,
GGM00037549,41.6833,44.95,1946,2004,GEO
GHM00065418,9.5,-0.85,1973,2008,GHA
GHM00065472,5.6,-0.1667,1973,1998,GHA
GIM00008495,36.15,-5.35,1951,2015,ESP
GLM00004202,76.533,-68.75,1946,2006,GRL
GLM00004220,68.7081,-52.8517,1950,2023,
GLM00004270,61.1667,-45.4167,1946,2023,GRL
GLM00004320,76.7694,-18.6681,1950,2023,GRL
GLM00004339,70.4844,-21.9511,1946,2023,GRL
GLM00004360,65.6111,-37.6367,1949,2023,GRL
GLM00004417,72.5803,-38.4586,2012,2023,GRL
GMM00010035,54.5333,9.55,1954,2023,DEU
GMM00010046,54.383,10.15,1969,1994,DEU
GMM00010113,53.7139,7.1525,2011,2023,DEU
GMM00010184,54.0978,13.4075,1950,2023,DEU
GMM00010200,53.3894,7.2269,1952,2011,DEU
GMM00010238,52.8153,9.9247,1969,2023,DEU
GMM00010272,53.2,12.517,1995,1998,DEU
GMM00010304,52.7156,7.3175,1972,2023,DEU
GMM00010338,52.467,9.7,1949,1997,DEU
GMM00010384,52.483,13.417,1941,1993,DEU
GMM00010393,52.2167,14.1167,1905,2023,DEU
GMM00010410,51.4056,6.9686,1965,2023,DEU
GMM00010437,51.13,9.28,1977,2007,DEU
GMM00010468,51.55,12.0667,2000,2006,DEU
GMM00010486,51.11,13.67,1950,2000,DEU
GMM00010533,50.6,8.733,1982,1989,DEU
GMM00010548,50.5617,10.3772,1969,2023,DEU
GMM00010618,49.6928,7.3264,1971,2023,DEU
GMM00010619,49.65,7.3,1974,1989,DEU
GMM00010640,50.11,8.73,1995,1996,DEU
GMM00010642,50.167,8.95,1969,1989,DEU
GMM00010643,49.95,8.967,1982,1988,DEU
GMM00010657,49.767,9.483,1972,1989,DEU
GMM00010687,49.7,11.95,1970,1992,DEU
GMM00010729,49.517,8.55,1995,1996,DEU
GMM00010739,48.8333,9.2,1957,2023,DEU
GMM00010764,49.383,11.167,1979,1990,DEU
GMM00010771,49.4283,11.9022,1969,2023,DEU
GMM00010828,48.1,9.25,1995,2007,DEU
GMM00010868,48.2442,11.5525,1976,2023,DEU
GMM00010921,47.983,8.9,1971,1994,DEU
GMM00010954,47.8342,10.8667,1977,2023,DEU
GMM00010962,47.8019,11.0119,1982,2023,DEU
GOM00061968,-11.583,47.283,1973,2000,
GPM00078897,16.2639,-61.5164,1952,2023,FRA
GQM00091212,13.4767,144.7944,1945,2023,GUM
GRM00016622,40.5272,22.9714,1955,2023,GRC
GRM00016716,37.8897,23.7417,1949,2023,GRC
GRM00016754,35.3353,25.1819,1964,2023,GRC
GTM00078641,14.5333,-90.5667,1973,1990,GTM
GVM00061831,9.5667,-13.6167,1940,2000,GIN
HKM00045004,22.3272,114.1686,1949,2023,HKG
HOM00078720,14.05,-87.25,1976,1997,HND
HOM00078721,14.3667,-87.6167,2008,2012,HND
HRM00013334,43.517,16.433,1956,1989,HRV
HRM00014240,45.8219,16.0336,1955,2023,HRV
HRM00014430,44.0969,15.3403,1982,2023,HRV
HUM00012843,47.4333,19.1833,1949,2023,HUN
HUM00012982,46.25,20.1,1965,2023,HUN
ICM00004018,63.9806,-22.595,1946,2023,ISL
ICM00004089,65.2833,-14.4,1996,2023,ISL
IDM00096009,5.1833,97.1333,1983,2023,IDN
IDM00096011,5.5167,95.4167,1973,2023,IDN
IDM00096015,4.25,96.1167,1995,2023,IDN
IDM00096035,3.6403,98.8786,1973,2023,IDN
IDM00096073,1.55,98.8833,1973,2023,IDN
IDM00096075,1.2667,97.6,1989,2023,IDN
IDM00096091,0.9167,104.5333,1975,2023,IDN
IDM00096109,0.4667,101.45,1973,2023,IDN
IDM00096145,3.2,106.25,1980,2023,IDN
IDM00096147,3.95,108.3833,1978,2023,IDN
IDM00096163,-0.7883,100.2808,1973,2023,IDN
IDM00096171,-0.3333,102.3167,1975,2023,IDN
IDM00096179,-0.4833,104.5833,1978,2023,IDN
IDM00096195,-1.6333,103.65,1973,2023,IDN
IDM00096207,-2.0939,101.4698,2007,2023,IDN
IDM00096221,-2.9,104.7,1973,2023,IDN
IDM00096237,-2.1667,106.1333,1973,2023,IDN
IDM00096249,-2.75,107.75,1975,2023,IDN
IDM00096253,-3.8833,102.3333,1973,2023,IDN
IDM00096295,-5.1,105.1833,1976,2023,IDN
IDM00096509,3.3333,117.5667,1973,2023,IDN
IDM00096529,2.1167,117.45,1996,2023,IDN
IDM00096535,1.7667,109.3,1997,2023,
IDM00096565,0.8833,112.9333,1998,2023,IDN
IDM00096581,-0.15,109.4,1974,2023,IDN
IDM00096595,-0.95,114.9,1994,2023,IDN
IDM00096607,-0.4844,117.1569,1993,2023,IDN
IDM00096633,-1.2667,116.9,1973,2023,
IDM00096645,-2.7,111.7,1983,2023,IDN
IDM00096655,-2.225,113.9428,1984,2023,IDN
IDM00096685,-3.4333,114.75,1973,2023,IDN
IDM00096737,-6.1167,106.1333,1984,2023,IDN
IDM00096739,-6.2333,106.65,1975,2023,IDN
IDM00096749,-6.1167,106.65,1909,2023,IDN
IDM00096773,-6.55,107.667,1975,1993,IDN
IDM00096781,-6.9,107.583,1961,1989,IDN
IDM00096791,-6.75,108.2667,1984,2023,IDN
IDM00096797,-6.85,109.15,1983,2023,
IDM00096801,-7.333,108.25,1976,1994,IDN
IDM00096805,-7.7333,109.0167,1973,2023,
IDM00096839,-6.9833,110.3833,1973,2023,IDN
IDM00096845,-7.5167,110.75,1973,1989,IDN
IDM00096853,-7.783,110.433,1973,1993,IDN
IDM00096881,-7.617,111.517,1973,1993,IDN
IDM00096925,-5.85,112.6333,1973,2023,
IDM00096935,-7.3772,112.7939,1957,2023,IDN
IDM00096947,-7.967,112.7,1977,1993,IDN
IDM00096973,-7.05,113.9667,1983,2023,
IDM00096987,-8.2167,114.3833,1986,2023,IDN
IDM00097008,3.5833,125.4667,1990,2023,
IDM00097014,1.5333,124.9167,1973,2023,IDN
IDM00097028,1.0167,120.8,1985,2023,IDN
IDM00097048,0.5167,123.0667,1976,2023,IDN
IDM00097072,-0.6833,119.7333,1975,2023,IDN
IDM00097086,-1.0405,122.7709,1991,2023,
IDM00097096,-1.3833,120.7333,1984,2023,IDN
IDM00097120,-3.5,119.0,1996,2023,IDN
IDM00097146,-4.1,122.433,1973,1992,IDN
IDM00097180,-5.0667,119.55,1973,2023,IDN
IDM00097192,-5.4667,122.6167,1992,2023,IDN
IDM00097230,-8.75,115.1667,1973,2023,
IDM00097240,-8.55,116.0833,1979,2023,IDN
IDM00097260,-8.4333,117.4167,1976,2023,
IDM00097270,-8.55,118.7,1989,2023,IDN
IDM00097300,-8.6333,122.25,1979,2023,IDN
IDM00097340,-9.6667,120.3333,1974,2023,
IDM00097372,-10.1667,123.6667,1973,2023,IDN
IDM00097430,0.7667,127.3667,1983,2023,
IDM00097460,-0.6333,127.5,1996,2023,IDN
IDM00097502,-0.8939,131.2858,1987,2023,IDN
IDM00097530,-0.8833,134.05,1992,2023,IDN
IDM00097560,-1.1833,136.1167,1973,2023,IDN
IDM00097600,-2.0833,126.0,1980,2023,
IDM00097686,-4.0667,138.95,1991,2023,IDN
IDM00097690,-2.5667,140.4833,1973,2023,IDN
IDM00097724,-3.7,128.0833,1978,2023,IDN
IDM00097748,-3.8,130.8333,1984,2023,
IDM00097760,-3.6667,133.75,1993,2023,
IDM00097810,-5.6833,132.75,1979,2023,
IDM00097876,-6.1,140.3,1995,2023,IDN
IDM00097900,-7.9833,131.3,1978,2023,
IDM00097980,-8.4667,140.3833,1987,2023,IDN
INM00042027,34.0833,74.8333,1962,2023,IND
INM00042056,32.6667,74.8333,2015,2023,IND
INM00042071,31.6333,74.8667,1957,2022,IND
INM00042079,31.5333,76.9,2016,2023,IND
INM00042101,30.3333,76.4667,1975,2023,IND
INM00042103,30.3833,76.7667,1928,2023,IND
INM00042111,30.3167,78.0333,1973,2023,IND
INM00042123,29.9167,73.8833,2015,2023,IND
INM00042165,28.0,73.3,1973,2023,IND
INM00042170,28.25,74.9167,2015,2023,IND
INM00042182,28.5833,77.2,1930,2023,IND
INM00042189,28.3667,79.4,1973,2023,IND
INM00042260,27.15,77.9667,1926,2019,IND
INM00042273,27.5667,81.6,1973,2019,IND
INM00042299,27.3333,88.6167,2016,2023,IND
INM00042314,27.4833,95.0167,1945,2023,IND
INM00042328,26.9,70.9167,2015,2023,IND
INM00042339,26.3,73.0167,1935,2023,IND
INM00042348,26.8167,75.8,1973,2023,IND
INM00042361,26.2333,78.25,1938,2023,IND
INM00042369,26.75,80.8833,1967,2023,IND
INM00042379,26.75,83.3667,1973,2023,IND
INM00042397,26.6667,88.3667,1973,2015,IND
INM00042399,26.5333,88.7167,2015,2023,IND
INM00042410,26.1,91.5833,1956,2023,IND
INM00042435,25.75,71.3833,2015,2023,IND
INM00042452,25.15,75.85,2015,2022,IND
INM00042475,25.45,81.733,1930,2008,IND
INM00042492,25.6,85.1667,1928,2023,IND
INM00042498,25.2333,86.95,1973,2023,IND
INM00042516,25.5667,91.8833,1953,2023,IND
INM00042539,24.2,72.2,1973,2022,IND
INM00042542,24.6167,73.8833,1976,2022,IND
INM00042591,24.75,84.95,1938,2023,IND
INM00042623,24.7667,93.9,1973,2023,IND
INM00042634,23.25,69.8,1973,2022,IND
INM00042647,23.0667,72.6333,1928,2023,IND
INM00042667,23.2833,77.35,1973,2023,IND
INM00042675,23.2,79.95,1928,2023,IND
INM00042700,23.367,85.333,1973,1993,IND
INM00042701,23.3167,85.3167,1929,2023,IND
INM00042704,23.467,87.433,1973,1990,IND
INM00042706,23.3833,87.0833,2015,2023,IND
INM00042724,23.8833,91.25,1973,2023,IND
INM00042726,23.8333,92.6167,2019,2019,IND
INM00042779,22.767,81.9,1981,1993,IND
INM00042798,22.8167,86.1833,1941,2023,IND
INM00042809,22.65,88.45,1938,2023,IND
INM00042840,21.2,72.8333,1973,2018,IND
INM00042867,21.1,79.05,1946,2023,IND
INM00042874,21.2333,81.65,1973,2023,IND
INM00042886,21.9167,84.0833,1973,2023,IND
INM00042895,21.5167,86.9333,1979,2019,IND
INM00042909,20.9,70.367,1941,2008,
INM00042971,20.25,85.8333,1971,2023,IND
INM00043003,19.1167,72.85,1938,2023,IND
INM00043014,19.85,75.4,1973,2023,IND
INM00043041,19.0833,82.0333,1973,2023,IND
INM00043049,19.2667,84.8833,1973,2023,IND
INM00043063,18.5333,73.85,1926,2023,IND
INM00043086,18.7667,79.4333,2019,2023,IND
INM00043110,16.9833,73.3333,1973,2023,IND
INM00043128,17.45,78.4667,1929,2023,IND
INM00043150,17.6833,83.3,1938,2023,
INM00043185,16.2,81.15,1983,2023,IND
INM00043192,15.4833,73.8167,1954,2021,IND
INM00043201,15.4167,75.6333,1973,2023,IND
INM00043237,14.6833,77.6167,1973,2010,IND
INM00043243,14.9167,80.0,2019,2023,IND
INM00043279,13.0,80.1833,1926,2023,IND
INM00043285,12.95,74.8333,1973,2023,IND
INM00043295,12.9667,77.5833,1926,2023,IND
INM00043311,11.1167,72.7333,1973,2020,
INM00043333,11.6667,92.7167,1926,2023,
INM00043344,10.7667,78.7167,1938,2015,IND
INM00043346,10.9167,79.8333,1973,2023,IND
INM00043353,9.9333,76.2333,1967,2023,
INM00043368,9.15,92.81,1940,1990,IND
INM00043369,8.3,73.15,1965,2021,
INM00043371,8.4833,76.95,1928,2023,IND
IOM00061967,-7.3,72.4,1967,2006,IOT
IRM00040706,38.0833,46.2833,1970,2023,IRN
IRM00040745,36.2667,59.6333,1969,2023,IRN
IRM00040754,35.6833,51.3167,1961,2023,IRN
IRM00040766,34.35,47.15,1973,2023,IRN
IRM00040800,32.5175,51.7061,1969,2023,IRN
IRM00040809,32.8667,59.2,1989,2023,IRN
IRM00040811,31.3333,48.6667,1989,2023,IRN
IRM00040821,31.9,54.2833,2005,2012,IRN
IRM00040841,30.25,56.9667,1967,2023,IRN
IRM00040848,29.5333,52.6,1968,2023,IRN
IRM00040856,29.4667,60.8833,2005,2023,IRN
IRM00040875,27.2167,56.3667,1989,2022,IRN
ISM00040179,32.0,34.8167,1963,2023,ISR
ISM00040186,31.8667,34.6833,2008,2023,ISR
ISM00040199,29.55,34.95,1973,1988,ISR
ITM00016037,46.0303,12.5992,2010,2011,ITA
ITM00016044,46.0333,13.1833,1958,2016,ITA
ITM00016045,45.9806,13.0592,2016,2023,ITA
ITM00016080,45.4614,9.2831,1949,2021,ITA
ITM00016113,44.5392,7.6125,2000,2023,ITA
ITM00016144,44.6539,11.6225,1986,2023,ITA
ITM00016242,41.8,12.233,1952,1986,ITA
ITM00016245,41.67,12.4508,1986,2023,ITA
ITM00016320,40.6603,17.9567,1953,2021,
ITM00016429,37.9142,12.4914,1974,2023,ITA
ITM00016546,39.3461,8.9675,2012,2023,ITA
ITM00016560,39.2436,9.06,1949,2012,
IVM00065536,9.417,-5.617,1978,1995,CIV
IVM00065536,9.417,-5.617,1978,1995,CIV
IVM00065548,7.3833,-7.5167,1973,2023,CIV
IVM00065548,7.3833,-7.5167,1973,2023,CIV
IVM00065555,7.733,-5.067,1940,1997,CIV
IVM00065555,7.733,-5.067,1940,1997,CIV
IVM00065578,5.25,-3.9333,1940,2023,CIV
IVM00065578,5.25,-3.9333,1940,2023,CIV
IVM00065592,4.417,-7.367,1944,1994,CIV
IVM00065592,4.417,-7.367,1944,1994,CIV
IZM00040650,33.3,44.4,1958,2015,IRQ
IZM00040689,30.517,47.783,1957,1990,IRQ
JAM00047401,45.415,141.6789,1949,2023,JPN
JAM00047412,43.06,141.3286,1949,2023,JPN
JAM00047418,42.9531,144.4375,2010,2022,JPN
JAM00047420,43.3333,145.5833,1957,2010,JPN
JAM00047580,40.7053,141.3719,1948,2020,JPN
JAM00047582,39.7175,140.0992,1956,2023,JPN
JAM00047590,38.267,140.9,1956,2008,JPN
JAM00047600,37.3914,136.8953,1956,2023,JPN
JAM00047604,37.917,139.05,1973,1990,JPN
JAM00047624,36.4,139.067,1973,1990,JPN
JAM00047646,36.0581,140.1258,1949,2023,JPN
JAM00047655,34.6,138.217,1973,1990,JPN
JAM00047678,33.1217,139.7792,1958,2023,JPN
JAM00047681,34.7503,137.703,1966,2019,JPN
JAM00047684,34.933,136.583,1973,1990,JPN
JAM00047741,35.4572,133.0656,2010,2023,JPN
JAM00047744,35.4333,133.35,1949,2010,JPN
JAM00047764,34.15,132.22,1955,1990,JPN
JAM00047772,34.683,135.517,1947,1992,JPN
JAM00047778,33.4503,135.7572,1956,2023,JPN
JAM00047807,33.5822,130.3764,1947,2023,JPN
JAM00047810,33.15,130.3,1999,2000,JPN
JAM00047827,31.555,130.5481,1956,2023,JPN
JAM00047881,34.133,134.6,1970,2006,JPN
JAM00047898,32.717,133.017,1973,1990,JPN
JAM00047909,28.3942,129.5528,1957,2023,JPN
JAM00047918,24.3367,124.1644,1964,2023,JPN
JAM00047931,26.35,127.75,1948,1990,JPN
JAM00047936,26.2,127.683,1973,2008,JPN
JAM00047945,25.8289,131.2286,1961,2023,JPN
JAM00047971,27.0922,142.1914,1967,2023,
JAM00047981,24.783,141.333,1948,2008,JPN
JAM00047991,24.2883,153.9833,1951,2023,JPN
JMM00078397,18.0667,-76.85,1956,2023,JAM
