datetime,tmp,tmp_3h,tmp_6h,slp,slp_3h,slp_6h,QUALITY_CONTROL
2010-01-01 00:00:00,9.809999999999999,,,1019.61,,,V020
2010-01-01 12:00:00,12.01,12.276666666666666,12.338571428571429,,,,V020
2010-01-02 00:00:00,14.209999999999999,14.243333333333334,14.252857142857142,1023.01,1022.71,1022.6957142857143,V020
2010-01-02 12:00:00,14.01,14.343333333333334,14.11,,,,V020
2010-01-03 00:00:00,7.01,8.176666666666668,8.395714285714286,1002.3100000000001,1002.3433333333334,1002.5242857142857,V020
2010-01-03 12:00:00,8.709999999999999,9.643333333333333,10.267142857142856,999.71,999.71,,V020
2010-01-04 00:00:00,10.41,10.576666666666668,10.824285714285713,1007.8100000000001,1007.6100000000001,1007.3528571428571,V020
2010-01-04 12:00:00,19.009999999999998,18.676666666666666,18.724285714285713,,,,V020
2010-01-05 00:00:00,18.009999999999998,17.209999999999997,17.31,1012.8100000000001,1012.8433333333334,1012.9528571428572,V020
2010-01-05 12:00:00,16.009999999999998,16.34333333333333,16.43857142857143,,,,V020
2010-01-06 00:00:00,11.309999999999999,11.876666666666665,11.909999999999998,1014.21,1014.2766666666666,1014.2957142857143,V020
2010-01-06 12:00:00,12.01,11.343333333333334,11.295714285714286,,,,V020
